CASE_TYPE,REGION,COMPLEXITY,DELAY_FLAG,OUTCOME
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,"PATHAK,R.S.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,Y.V.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,"DUA,I.D.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,"MITTER,G.K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"BHAGWATI,P.N.",Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,"KAILASAM,P.S.",Low,Yes,Resolved
Other,"DWIVEDI,S.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,P.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,G.K.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,Y.V.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,G.K.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,JAGANMOHAN,Low,Yes,Resolved
Other,"GROVER,A.N.",Low,Yes,Resolved
Other,"ALAGIRISWAMI,A.",Low,Yes,Resolved
Other,"DUA,I.D.",Low,Yes,Resolved
Other,"ALAGIRISWAMI,A.",Low,Yes,Resolved
Other,RAY,High,Yes,Resolved
Other,RAY,High,Yes,Resolved
Other,CHANDRACHUD,High,Yes,Resolved
Other,RAY,High,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,"BHAGWATI,P.N.",Low,Yes,Resolved
Other,"CHANDRACHUD,Y.V.",Low,Yes,Resolved
Other,"BHAGWATI,P.N.",Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,R.S.,High,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,"BHAGWATI,P.N.",Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,"KAILASAM,P.S.",Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"DESAI,D.A.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,VISHISHTHA,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,"MITTER,G.K.",Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KAILASAM,P.S.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KAILASAM,P.S.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GUPTA,A.C.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JASWANT,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,High,Yes,Resolved
Other,"GUPTA,A.C.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,V.R.,High,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,P.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"DUA,I.D.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"DESAI,D.A.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,"DWIVEDI,S.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,Y.V.,High,Yes,Resolved
Other,P.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"HEGDE,K.S.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,JAGANMOHAN,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,P.S.,High,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"BHAGWATI,P.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,I.D.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,"CHANDRACHUD,Y.V.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,Low,Yes,Resolved
Other,HAMEEDULLAH,Low,Yes,Resolved
Other,KURIEN,Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,(J),Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,(J),High,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAJ,High,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,KURIEN,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,C.A.,High,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,((CJ),Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GUPTA,A.C.",Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURIEN,Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GUPTA,A.C.",Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,C.A.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GUPTA,A.C.",Low,Yes,Resolved
Other,"CHANDRACHUD,Y.V.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GUPTA,A.C.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,"RAY,A.N.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,A.N.,High,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"GOSWAMI,P.K.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,KURIEN,Low,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"CHANDRACHUD,Y.V.",Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SHINGAL,P.N.",Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,MURTAZA,Low,Yes,Resolved
Other,SINGH,Low,Yes,Resolved
Other,HAMEEDULLAH,Low,Yes,Resolved
Other,"UNTWALIA,N.L.",Low,Yes,Resolved
Other,"BHAGWATI,P.N.",Low,Yes,Resolved
Other,(CJ),Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,RAJ,Low,Yes,Resolved
Other,"DESAI,D.A.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KAILASAM,P.S.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"SINGH,JASWANT",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,"KRISHNAIYER,V.R.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
Other,HAMEEDULLAH,Low,Yes,Resolved
Other,"KOSHAL,A.D.",Low,Yes,Resolved
Other,nan,Low,Yes,Resolved
